 32 |  16384 |  0.101344
 32 |  15872 |  0.057888
 32 |  15360 |  0.108544
 32 |  14848 |  0.051840
 32 |  14336 |  0.082944
 32 |  13824 |  0.099328
 32 |  13312 |  0.097280
 32 |  12800 |  0.080896
 32 |  12288 |  0.121472
 32 |  11776 |  0.114528
 32 |  11264 |  0.096128
 32 |  10752 |  0.142336
 32 |  10240 |  0.095072
 32 |  9728 |  0.062016
 32 |  9216 |  0.110816
 32 |  8704 |  0.085600
 32 |  8192 |  0.107936
 32 |  7680 |  0.114688
 32 |  7168 |  0.115456
 32 |  6656 |  0.087040
 32 |  6144 |  0.136128
 32 |  5632 |  0.104128
 32 |  5120 |  0.086720
 32 |  4608 |  0.097344
 32 |  4096 |  0.097344
 32 |  3584 |  0.150240
 32 |  3072 |  0.100352
 32 |  2560 |  0.134144
 32 |  2048 |  0.057600
 32 |  1536 |  0.103424
 32 |  1280 |  0.139008
 32 |  1024 |  0.106816
 32 |  768 |  0.058720
 32 |  640 |  0.051968
 32 |  512 |  0.148256
 32 |  384 |  0.096992
 32 |  320 |  0.145344
 32 |  256 |  0.091392
 32 |  192 |  0.099328
 32 |  160 |  0.100736
 32 |  128 |  0.138240
 32 |  96 |  0.102208
 32 |  80 |  0.165088
 32 |  64 |  0.095232
 32 |  48 |  0.118080
 32 |  40 |  0.108544
 32 |  32 |  0.130400
 32 |  24 |  0.074880
 32 |  20 |  0.100352
 32 |  16 |  0.092896
 32 |  12 |  0.089280
 32 |  10 |  0.102272
 32 |  8 |  0.056288
 32 |  6 |  0.119424
 32 |  5 |  0.127200
 32 |  4 |  0.072704
