 32 |  16384 |  0.150528
 32 |  15872 |  0.094304
 32 |  15360 |  0.130176
 32 |  14848 |  0.090112
 32 |  14336 |  0.057920
 32 |  13824 |  0.071680
 32 |  13312 |  0.082464
 32 |  12800 |  0.110752
 32 |  12288 |  0.128000
 32 |  11776 |  0.128000
 32 |  11264 |  0.108448
 32 |  10752 |  0.113280
 32 |  10240 |  0.131072
 32 |  9728 |  0.089888
 32 |  9216 |  0.057312
 32 |  8704 |  0.094208
 32 |  8192 |  0.134144
 32 |  7680 |  0.119488
 32 |  7168 |  0.139520
 32 |  6656 |  0.102592
 32 |  6144 |  0.095200
 32 |  5632 |  0.100352
 32 |  5120 |  0.100224
 32 |  4608 |  0.115360
 32 |  4096 |  0.098304
 32 |  3584 |  0.161664
 32 |  3072 |  0.115520
 32 |  2560 |  0.094208
 32 |  2048 |  0.058304
 32 |  1536 |  0.091904
 32 |  1280 |  0.115968
 32 |  1024 |  0.080224
 32 |  768 |  0.136448
 32 |  640 |  0.106496
 32 |  512 |  0.092480
 32 |  384 |  0.092416
 32 |  320 |  0.094208
 32 |  256 |  0.066880
 32 |  192 |  0.140288
 32 |  160 |  0.131104
 32 |  128 |  0.102784
 32 |  96 |  0.105504
 32 |  80 |  0.116352
 32 |  64 |  0.088800
 32 |  48 |  0.106496
 32 |  40 |  0.112928
 32 |  32 |  0.121824
 32 |  24 |  0.292480
 32 |  20 |  0.125088
 32 |  16 |  0.092160
 32 |  12 |  0.089312
 32 |  10 |  0.093568
 32 |  8 |  0.086144
 32 |  6 |  0.056960
 32 |  5 |  0.167360
 32 |  4 |  0.126272
