 32 |  16384 |  0.124640
 32 |  15872 |  0.099296
 32 |  15360 |  0.076672
 32 |  14848 |  0.256704
 32 |  14336 |  0.062336
 32 |  13824 |  0.153600
 32 |  13312 |  0.114784
 32 |  12800 |  0.093952
 32 |  12288 |  0.087040
 32 |  11776 |  0.129408
 32 |  11264 |  0.135168
 32 |  10752 |  0.102176
 32 |  10240 |  0.110816
 32 |  9728 |  0.124800
 32 |  9216 |  0.072544
 32 |  8704 |  0.148704
 32 |  8192 |  0.118368
 32 |  7680 |  0.122880
 32 |  7168 |  0.136320
 32 |  6656 |  0.102176
 32 |  6144 |  0.125120
 32 |  5632 |  0.110592
 32 |  5120 |  0.136192
 32 |  4608 |  0.090944
 32 |  4096 |  0.143328
 32 |  3584 |  0.108864
 32 |  3072 |  0.131168
 32 |  2560 |  0.070752
 32 |  2048 |  0.112704
 32 |  1536 |  0.098464
 32 |  1280 |  0.107808
 32 |  1024 |  0.104192
 32 |  768 |  0.107424
 32 |  640 |  0.103296
 32 |  512 |  0.118080
 32 |  384 |  0.111616
 32 |  320 |  0.091104
 32 |  256 |  0.112544
 32 |  192 |  0.097440
 32 |  160 |  0.096992
 32 |  128 |  0.104640
 32 |  96 |  0.099584
 32 |  80 |  0.102400
 32 |  64 |  0.107520
 32 |  48 |  0.095232
 32 |  40 |  0.062496
 32 |  32 |  0.105248
 32 |  24 |  0.059904
 32 |  20 |  0.109568
 32 |  16 |  0.091872
 32 |  12 |  0.133120
 32 |  10 |  0.164800
 32 |  8 |  0.107648
 32 |  6 |  0.092160
 32 |  5 |  0.112224
 32 |  4 |  0.102400
