num_tree | num_queries | time_taken
 32 |  8128 |  0.069664
 32 |  8064 |  0.086624
 32 |  8000 |  0.071040
 32 |  7936 |  0.063456
 32 |  7872 |  0.062784
 32 |  7808 |  0.126912
 32 |  7744 |  0.084992
 32 |  7680 |  0.109024
 32 |  7616 |  0.102400
 32 |  7552 |  0.093184
 32 |  7488 |  0.087456
 32 |  7424 |  0.084992
 32 |  7360 |  0.096352
 32 |  7296 |  0.060768
 32 |  7232 |  0.092192
 32 |  7168 |  0.088160
 32 |  7104 |  0.084896
 32 |  7040 |  0.090048
 32 |  6976 |  0.059712
 32 |  6912 |  0.121376
 32 |  6848 |  0.106496
 32 |  6784 |  0.107776
 32 |  6720 |  0.122816
 32 |  6656 |  0.098304
 32 |  6592 |  0.081152
 32 |  6528 |  0.083072
 32 |  6464 |  0.077824
 32 |  6400 |  0.067456
 32 |  6336 |  0.077536
 32 |  6272 |  0.073728
 32 |  6208 |  0.090112
 32 |  6144 |  0.133120
 32 |  6080 |  0.063328
 32 |  6016 |  0.063232
 32 |  5952 |  0.096160
 32 |  5888 |  0.107712
 32 |  5824 |  0.090048
 32 |  5760 |  0.123040
 32 |  5696 |  0.086016
 32 |  5632 |  0.067712
 32 |  5568 |  0.134144
 32 |  5504 |  0.067552
 32 |  5440 |  0.123904
 32 |  5376 |  0.124928
 32 |  5312 |  0.071776
 32 |  5248 |  0.077088
 32 |  5184 |  0.125440
 32 |  5120 |  0.146752
 32 |  5056 |  0.072672
 32 |  4992 |  0.105248
 32 |  4928 |  0.083296
 32 |  4864 |  0.120608
 32 |  4800 |  0.071808
 32 |  4736 |  0.116480
 32 |  4672 |  0.187392
 32 |  4608 |  0.072288
 32 |  4544 |  0.078464
 32 |  4480 |  0.114912
 32 |  4416 |  0.079680
 32 |  4352 |  0.139264
 32 |  4288 |  0.098304
 32 |  4224 |  0.108256
 32 |  4160 |  0.065664
 32 |  4096 |  0.152576
 32 |  4032 |  0.057568
 32 |  3968 |  0.103424
 32 |  3904 |  0.103872
 32 |  3840 |  0.137216
 32 |  3776 |  0.058368
 32 |  3712 |  0.130848
 32 |  3648 |  0.066624
 32 |  3584 |  0.058368
 32 |  3520 |  0.059200
 32 |  3456 |  0.099552
 32 |  3392 |  0.105152
 32 |  3328 |  0.124736
 32 |  3264 |  0.065536
 32 |  3200 |  0.130432
 32 |  3136 |  0.080896
 32 |  3072 |  0.222048
 32 |  3008 |  0.132096
 32 |  2944 |  0.067392
 32 |  2880 |  0.100224
 32 |  2816 |  0.102656
 32 |  2752 |  0.172864
 32 |  2688 |  0.108000
 32 |  2624 |  0.080832
 32 |  2560 |  0.097280
 32 |  2496 |  0.147456
 32 |  2432 |  0.075136
 32 |  2368 |  0.067136
 32 |  2304 |  0.085888
 32 |  2240 |  0.072704
 32 |  2176 |  0.066560
 32 |  2112 |  0.141312
 32 |  2048 |  0.120096
 32 |  1984 |  0.101280
 32 |  1920 |  0.060160
 32 |  1856 |  0.069408
 32 |  1792 |  0.099712
 32 |  1728 |  0.125952
 32 |  1664 |  0.108544
 32 |  1600 |  0.116000
 32 |  1536 |  0.132000
 32 |  1472 |  0.076512
 32 |  1408 |  0.117824
 32 |  1344 |  0.124032
 32 |  1280 |  0.096256
 32 |  1216 |  0.167808
 32 |  1152 |  0.125952
 32 |  1088 |  0.065536
 32 |  1024 |  0.095168
 32 |  960 |  0.146432
 32 |  896 |  0.116096
 32 |  832 |  0.148832
 32 |  768 |  0.096928
 32 |  704 |  0.110080
 32 |  640 |  0.135168
 32 |  576 |  0.114560
 32 |  512 |  0.080544
 32 |  448 |  0.075808
 32 |  384 |  0.089696
 32 |  320 |  0.109728
 32 |  256 |  0.141312
 32 |  192 |  0.117600
 32 |  128 |  0.111616
 32 |  64 |  0.120640
