num_tree | num_queries | time_taken
 2 |  16376 |  0.094144
 2 |  16368 |  0.074752
 2 |  16360 |  0.099328
 2 |  16352 |  0.069792
 2 |  16344 |  0.061664
 2 |  16336 |  0.109088
 2 |  16328 |  0.109824
 2 |  16320 |  0.063488
 2 |  16312 |  0.073504
 2 |  16304 |  0.111328
 2 |  16296 |  0.092128
 2 |  16288 |  0.093184
 2 |  16280 |  0.068096
 2 |  16272 |  0.089024
 2 |  16264 |  0.130240
 2 |  16256 |  0.091296
 2 |  16248 |  0.084960
 2 |  16240 |  0.070784
 2 |  16232 |  0.088064
 2 |  16224 |  0.089088
 2 |  16216 |  0.143232
 2 |  16208 |  0.117760
 2 |  16200 |  0.090976
 2 |  16192 |  0.129696
 2 |  16184 |  0.067584
 2 |  16176 |  0.102560
 2 |  16168 |  0.119808
 2 |  16160 |  0.130048
 2 |  16152 |  0.115104
 2 |  16144 |  0.076800
 2 |  16136 |  0.119072
 2 |  16128 |  0.062464
 2 |  16120 |  0.080960
 2 |  16112 |  0.060416
 2 |  16104 |  0.109280
 2 |  16096 |  0.075168
 2 |  16088 |  0.114976
 2 |  16080 |  0.093152
 2 |  16072 |  0.120608
 2 |  16064 |  0.101696
 2 |  16056 |  0.097664
 2 |  16048 |  0.133888
 2 |  16040 |  0.141632
 2 |  16032 |  0.096224
 2 |  16024 |  0.063328
 2 |  16016 |  0.107520
 2 |  16008 |  0.114688
 2 |  16000 |  0.118784
 2 |  15992 |  0.074752
 2 |  15984 |  0.072416
 2 |  15976 |  0.121984
 2 |  15968 |  0.167200
 2 |  15960 |  0.063488
 2 |  15952 |  0.110592
 2 |  15944 |  0.103424
 2 |  15936 |  0.104448
 2 |  15928 |  0.105408
 2 |  15920 |  0.061376
 2 |  15912 |  0.103424
 2 |  15904 |  0.093472
 2 |  15896 |  0.109504
 2 |  15888 |  0.189504
 2 |  15880 |  0.065536
 2 |  15872 |  0.070656
 2 |  15864 |  0.095040
 2 |  15856 |  0.114048
 2 |  15848 |  0.082208
 2 |  15840 |  0.081952
 2 |  15832 |  0.095232
 2 |  15824 |  0.069920
 2 |  15816 |  0.131296
 2 |  15808 |  0.132800
 2 |  15800 |  0.090112
 2 |  15792 |  0.077920
 2 |  15784 |  0.068608
 2 |  15776 |  0.087872
 2 |  15768 |  0.095392
 2 |  15760 |  0.072704
 2 |  15752 |  0.081120
 2 |  15744 |  0.123232
 2 |  15736 |  0.060416
 2 |  15728 |  0.090816
 2 |  15720 |  0.131200
 2 |  15712 |  0.080896
 2 |  15704 |  0.156672
 2 |  15696 |  0.064512
 2 |  15688 |  0.094208
 2 |  15680 |  0.111616
 2 |  15672 |  0.076032
 2 |  15664 |  0.110816
 2 |  15656 |  0.086432
 2 |  15648 |  0.107360
 2 |  15640 |  0.105472
 2 |  15632 |  0.129984
 2 |  15624 |  0.095232
 2 |  15616 |  0.125632
 2 |  15608 |  0.087776
 2 |  15600 |  0.074880
 2 |  15592 |  0.123296
 2 |  15584 |  0.103424
 2 |  15576 |  0.089440
 2 |  15568 |  0.149984
 2 |  15560 |  0.101376
 2 |  15552 |  0.107520
 2 |  15544 |  0.105472
 2 |  15536 |  0.105792
 2 |  15528 |  0.119808
 2 |  15520 |  0.095936
 2 |  15512 |  0.150528
 2 |  15504 |  0.110592
 2 |  15496 |  0.099904
 2 |  15488 |  0.130048
 2 |  15480 |  0.146432
 2 |  15472 |  0.137216
 2 |  15464 |  0.122880
 2 |  15456 |  0.105344
 2 |  15448 |  0.110528
 2 |  15440 |  0.095232
 2 |  15432 |  0.073504
 2 |  15424 |  0.115296
 2 |  15416 |  0.069632
 2 |  15408 |  0.147264
 2 |  15400 |  0.120896
 2 |  15392 |  0.125792
 2 |  15384 |  0.063488
 2 |  15376 |  0.103584
 2 |  15368 |  0.132384
 2 |  15360 |  0.110688
 2 |  15352 |  0.128672
 2 |  15344 |  0.096256
 2 |  15336 |  0.057056
 2 |  15328 |  0.130688
 2 |  15320 |  0.118784
 2 |  15312 |  0.104576
 2 |  15304 |  0.134464
 2 |  15296 |  0.082944
 2 |  15288 |  0.096320
 2 |  15280 |  0.098304
 2 |  15272 |  0.069632
 2 |  15264 |  0.129952
 2 |  15256 |  0.100352
 2 |  15248 |  0.090112
 2 |  15240 |  0.143232
 2 |  15232 |  0.125728
 2 |  15224 |  0.093600
 2 |  15216 |  0.136192
 2 |  15208 |  0.103136
 2 |  15200 |  0.173056
 2 |  15192 |  0.110880
 2 |  15184 |  0.138656
 2 |  15176 |  0.103424
 2 |  15168 |  0.118784
 2 |  15160 |  0.095232
 2 |  15152 |  0.095136
 2 |  15144 |  0.146528
 2 |  15136 |  0.132096
 2 |  15128 |  0.078080
 2 |  15120 |  0.107136
 2 |  15112 |  0.107520
 2 |  15104 |  0.104480
 2 |  15096 |  0.105728
 2 |  15088 |  0.063264
 2 |  15080 |  0.066688
 2 |  15072 |  0.095552
 2 |  15064 |  0.102816
 2 |  15056 |  0.128864
 2 |  15048 |  0.104800
 2 |  15040 |  0.154624
 2 |  15032 |  0.092672
 2 |  15024 |  0.108896
 2 |  15016 |  0.063488
 2 |  15008 |  0.117856
 2 |  15000 |  0.173376
 2 |  14992 |  0.102432
 2 |  14984 |  0.139264
 2 |  14976 |  0.078688
 2 |  14968 |  0.126080
 2 |  14960 |  0.107296
 2 |  14952 |  0.129024
 2 |  14944 |  0.103264
 2 |  14936 |  0.079072
 2 |  14928 |  0.140608
 2 |  14920 |  0.103424
 2 |  14912 |  0.092640
 2 |  14904 |  0.122816
 2 |  14896 |  0.094912
 2 |  14888 |  0.082720
 2 |  14880 |  0.088384
 2 |  14872 |  0.148480
 2 |  14864 |  0.127936
 2 |  14856 |  0.128096
 2 |  14848 |  0.109568
 2 |  14840 |  0.070496
 2 |  14832 |  0.110080
 2 |  14824 |  0.067584
 2 |  14816 |  0.109472
 2 |  14808 |  0.114688
 2 |  14800 |  0.081600
 2 |  14792 |  0.115712
 2 |  14784 |  0.132096
 2 |  14776 |  0.070656
 2 |  14768 |  0.102304
 2 |  14760 |  0.080896
 2 |  14752 |  0.106784
 2 |  14744 |  0.095200
 2 |  14736 |  0.114752
 2 |  14728 |  0.086016
 2 |  14720 |  0.135168
 2 |  14712 |  0.107200
 2 |  14704 |  0.108256
 2 |  14696 |  0.093088
 2 |  14688 |  0.112704
 2 |  14680 |  0.140288
