num_tree | num_queries | time_taken
 8 |  16352 |  0.089088
 8 |  16320 |  0.062656
 8 |  16288 |  0.081920
 8 |  16256 |  0.081600
 8 |  16224 |  0.064800
 8 |  16192 |  0.112608
 8 |  16160 |  0.105472
 8 |  16128 |  0.075520
 8 |  16096 |  0.066560
 8 |  16064 |  0.068192
 8 |  16032 |  0.059392
 8 |  16000 |  0.081152
 8 |  15968 |  0.115712
 8 |  15936 |  0.086144
 8 |  15904 |  0.084992
 8 |  15872 |  0.103424
 8 |  15840 |  0.070304
 8 |  15808 |  0.075520
 8 |  15776 |  0.105472
 8 |  15744 |  0.065536
 8 |  15712 |  0.129024
 8 |  15680 |  0.142336
 8 |  15648 |  0.094624
 8 |  15616 |  0.078304
 8 |  15584 |  0.089664
 8 |  15552 |  0.122880
 8 |  15520 |  0.089536
 8 |  15488 |  0.117664
 8 |  15456 |  0.093184
 8 |  15424 |  0.062496
 8 |  15392 |  0.143488
 8 |  15360 |  0.102848
 8 |  15328 |  0.108320
 8 |  15296 |  0.082912
 8 |  15264 |  0.079872
 8 |  15232 |  0.110112
 8 |  15200 |  0.091296
 8 |  15168 |  0.122880
 8 |  15136 |  0.077856
 8 |  15104 |  0.064064
 8 |  15072 |  0.105216
 8 |  15040 |  0.078784
 8 |  15008 |  0.085824
 8 |  14976 |  0.075552
 8 |  14944 |  0.133600
 8 |  14912 |  0.092160
 8 |  14880 |  0.106592
 8 |  14848 |  0.129088
 8 |  14816 |  0.105440
 8 |  14784 |  0.141120
 8 |  14752 |  0.112288
 8 |  14720 |  0.076640
 8 |  14688 |  0.073824
 8 |  14656 |  0.125952
 8 |  14624 |  0.077824
 8 |  14592 |  0.108608
 8 |  14560 |  0.088864
 8 |  14528 |  0.135360
 8 |  14496 |  0.101376
 8 |  14464 |  0.137856
 8 |  14432 |  0.060416
 8 |  14400 |  0.072224
 8 |  14368 |  0.097440
 8 |  14336 |  0.082912
 8 |  14304 |  0.104448
 8 |  14272 |  0.115712
 8 |  14240 |  0.107648
 8 |  14208 |  0.075712
 8 |  14176 |  0.084352
 8 |  14144 |  0.062624
 8 |  14112 |  0.126496
 8 |  14080 |  0.089088
 8 |  14048 |  0.070848
 8 |  14016 |  0.132896
 8 |  13984 |  0.092160
 8 |  13952 |  0.131712
 8 |  13920 |  0.130848
