benchmark, args, sort_flag, actualruns, dropruns, block_size, splice_depth, avg, min, max, stdev, stability
./knn,8 500000 500000 /home/min/a/hegden/ECE573/PointCorrInputs/mnist.txt ,0,1,0,1024,9, 180745.00,0.00,0.00, 592944103424.00, 592944117137, 592944117137, 0.00, 0.00, 630687662080.00, 630687678462, 630687678462, 0.00, 0.00, 895857536.00, 895857540, 895857540, 0.00, 0.00, 3767572736.00, 3767572636, 3767572636, 0.00, 0.00, ./knn,8 500000 500000 /home/min/a/hegden/ECE573/PointCorrInputs/mnist.txt ,0,1,0,4096,9, 145914.00,0.00,0.00, 478671044608.00, 478671055882, 478671055882, 0.00, 0.00, 586229874688.00, 586229889896, 586229889896, 0.00, 0.00, 339994624.00, 339994631, 339994631, 0.00, 0.00, 2221989376.00, 2221989448, 2221989448, 0.00, 0.00, ./knn,8 5000000 5000000 /home/min/a/hegden/ECE573/PointCorrInputs/VP10M_7D.txt ,0,1,0,4096,9, 1269439488.00,0.00,0.00, 7951183511552.00, 7951183276159, 7951183276159, 0.00, 0.00, 6135837360128.00, 6135837303695, 6135837303695, 0.00, 0.00, 20738322432.00, 20738322970, 20738322970, 0.00, 0.00, 52093767680.00, 52093768960, 52093768960, 0.00, 0.00, 
