num_tree | num_queries | time_taken
 256 |  3584 |  0.112640
 256 |  3072 |  0.082944
 256 |  2560 |  0.068352
 256 |  2048 |  0.106496
 256 |  1536 |  0.086944
 256 |  1024 |  0.086144
 256 |  512 |  0.073536
 128 |  4096 |  0.111936
 128 |  3584 |  0.071232
 128 |  3072 |  0.079872
 128 |  2560 |  0.078752
 128 |  2048 |  0.072640
 128 |  1536 |  0.111072
 128 |  1024 |  0.154880
 128 |  512 |  0.075776
 64 |  4096 |  0.071712
 64 |  3584 |  0.060544
 64 |  3072 |  0.099840
 64 |  2560 |  0.122880
 64 |  2048 |  0.164896
 64 |  1536 |  0.112576
 64 |  1024 |  0.080064
 64 |  512 |  0.063328
 32 |  4096 |  0.072544
 32 |  3584 |  0.076256
 32 |  3072 |  0.074464
 32 |  2560 |  0.078336
 32 |  2048 |  0.100352
 32 |  1536 |  0.085792
 32 |  1024 |  0.062912
 32 |  512 |  0.100192
 16 |  4096 |  0.060128
 16 |  3584 |  0.066560
 16 |  3072 |  0.076608
 16 |  2560 |  0.083712
 16 |  2048 |  0.107520
 16 |  1536 |  0.076800
 16 |  1024 |  0.083968
 16 |  512 |  0.068800
 8 |  4096 |  0.064672
 8 |  3584 |  0.074368
 8 |  3072 |  0.108320
 8 |  2560 |  0.065920
 8 |  2048 |  0.067584
 8 |  1536 |  0.056288
 8 |  1024 |  0.063136
 8 |  512 |  0.079552
 4 |  4096 |  0.115712
 4 |  3584 |  0.077824
 4 |  3072 |  0.088992
 4 |  2560 |  0.073632
 4 |  2048 |  0.081024
 4 |  1536 |  0.056672
 4 |  1024 |  0.086016
 4 |  512 |  0.073632
 2 |  4096 |  0.105472
 2 |  3584 |  0.057472
 2 |  3072 |  0.103968
 2 |  2560 |  0.077824
 2 |  2048 |  0.076832
 2 |  1536 |  0.080000
 2 |  1024 |  0.078752
 2 |  512 |  0.067520
