 32 |  16384 |  0.256896
 32 |  15872 |  0.081472
 32 |  15360 |  0.125952
 32 |  14848 |  0.088128
 32 |  14336 |  0.088352
 32 |  13824 |  0.084320
 32 |  13312 |  0.149504
 32 |  12800 |  0.075136
 32 |  12288 |  0.101376
 32 |  11776 |  0.100288
 32 |  11264 |  0.100352
 32 |  10752 |  0.097760
 32 |  10240 |  0.091744
 32 |  9728 |  0.115840
 32 |  9216 |  0.102240
 32 |  8704 |  0.086432
 32 |  8192 |  0.095232
 32 |  7680 |  0.092672
 32 |  7168 |  0.073664
 32 |  6656 |  0.062368
 32 |  6144 |  0.113664
 32 |  5632 |  0.087456
 32 |  5120 |  0.108544
 32 |  4608 |  0.102400
 32 |  4096 |  0.113600
 32 |  3584 |  0.080256
 32 |  3072 |  0.046880
 32 |  2560 |  0.092160
 32 |  2048 |  0.072704
 32 |  1536 |  0.109184
 32 |  1280 |  0.100384
 32 |  1024 |  0.079872
 32 |  768 |  0.102240
 32 |  640 |  0.084800
 32 |  512 |  0.146432
 32 |  384 |  0.063872
 32 |  320 |  0.152352
 32 |  256 |  0.153504
 32 |  192 |  0.099584
 32 |  160 |  0.051104
 32 |  128 |  0.081120
 32 |  96 |  0.126688
 32 |  80 |  0.115776
 32 |  64 |  0.129600
 32 |  48 |  0.103008
 32 |  40 |  0.067584
 32 |  32 |  0.092160
 32 |  24 |  0.121504
 32 |  20 |  0.065824
 32 |  16 |  0.054240
 32 |  12 |  0.083968
 32 |  10 |  0.047680
 32 |  8 |  0.108896
 32 |  6 |  0.048672
 32 |  5 |  0.061792
 32 |  4 |  0.104928
