 32 |  16384 |  0.128288
 32 |  15872 |  0.047712
 32 |  15360 |  0.061824
 32 |  14848 |  0.091840
 32 |  14336 |  0.068224
 32 |  13824 |  0.056320
 32 |  13312 |  0.120832
 32 |  12800 |  0.191776
 32 |  12288 |  0.061952
 32 |  11776 |  0.077824
 32 |  11264 |  0.086848
 32 |  10752 |  0.097280
 32 |  10240 |  0.160256
 32 |  9728 |  0.110048
 32 |  9216 |  0.063488
 32 |  8704 |  0.051296
 32 |  8192 |  0.088864
 32 |  7680 |  0.132096
 32 |  7168 |  0.076608
 32 |  6656 |  0.142048
 32 |  6144 |  0.091136
 32 |  5632 |  0.078528
 32 |  5120 |  0.100512
 32 |  4608 |  0.155904
 32 |  4096 |  0.119936
 32 |  3584 |  0.101472
 32 |  3072 |  0.111616
 32 |  2560 |  0.051424
 32 |  2048 |  0.099584
 32 |  1536 |  0.104320
 32 |  1280 |  0.097280
 32 |  1024 |  0.078976
 32 |  768 |  0.118112
 32 |  640 |  0.063840
 32 |  512 |  0.118528
 32 |  384 |  0.062592
 32 |  320 |  0.116736
 32 |  256 |  0.060416
 32 |  192 |  0.121856
 32 |  160 |  0.055296
 32 |  128 |  0.120832
 32 |  96 |  0.048448
 32 |  80 |  0.060416
 32 |  64 |  0.045376
 32 |  48 |  0.132288
 32 |  40 |  0.066880
 32 |  32 |  0.080896
 32 |  24 |  0.171008
 32 |  20 |  0.110880
 32 |  16 |  0.062688
 32 |  12 |  0.100352
 32 |  10 |  0.054336
 32 |  8 |  0.101472
 32 |  6 |  0.050176
 32 |  5 |  0.064992
 32 |  4 |  0.128512
