 32 |  16384 |  0.095296
 32 |  15872 |  0.047040
 32 |  15360 |  0.153600
 32 |  14848 |  0.089088
 32 |  14336 |  0.073728
 32 |  13824 |  0.051392
 32 |  13312 |  0.089088
 32 |  12800 |  0.055456
 32 |  12288 |  0.144288
 32 |  11776 |  0.079872
 32 |  11264 |  0.080704
 32 |  10752 |  0.123104
 32 |  10240 |  0.101376
 32 |  9728 |  0.082912
 32 |  9216 |  0.093728
 32 |  8704 |  0.060416
 32 |  8192 |  0.090400
 32 |  7680 |  0.119808
 32 |  7168 |  0.089024
 32 |  6656 |  0.087040
 32 |  6144 |  0.096256
 32 |  5632 |  0.101376
 32 |  5120 |  0.079360
 32 |  4608 |  0.102560
 32 |  4096 |  0.138240
 32 |  3584 |  0.064512
 32 |  3072 |  0.069088
 32 |  2560 |  0.123232
 32 |  2048 |  0.088448
 32 |  1536 |  0.095136
 32 |  1280 |  0.132032
 32 |  1024 |  0.061440
 32 |  768 |  0.063488
 32 |  640 |  0.074624
 32 |  512 |  0.099328
 32 |  384 |  0.055488
 32 |  320 |  0.095232
 32 |  256 |  0.060448
 32 |  192 |  0.131072
 32 |  160 |  0.073120
 32 |  128 |  0.092288
 32 |  96 |  0.105600
 32 |  80 |  0.100960
 32 |  64 |  0.107680
 32 |  48 |  0.058752
 32 |  40 |  0.108800
 32 |  32 |  0.081600
 32 |  24 |  0.135136
 32 |  20 |  0.078848
 32 |  16 |  0.090112
 32 |  12 |  0.087136
 32 |  10 |  0.049696
 32 |  8 |  0.091136
 32 |  6 |  0.137920
 32 |  5 |  0.122272
 32 |  4 |  0.173728
